"no","Word","Sub_Type","Type2","Type3","wildcard","wildsort","Source_Politician","Low_Precision","Low_Recall","Other_Reason","Old_Term","Include","Comment","sort","multiword","duplicate","real_duplicate","added","regex_matches","regex_lookuptime","regex_sort","word_copy","popu_list","ches2014_antielite_std","ches2017_antielite_std","ches2017_peopleelite_std","ches2017_pop_std","cses5_pop_std","mean_cor"
12534,"konspirat*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"konspirat",FALSE,FALSE,FALSE,2019-01-10,,,4,"konspirat*",,,,,,,"#DIV/0!"
12535,"konspirier*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"konspirier",FALSE,FALSE,FALSE,2019-01-10,,,4,"konspirier*",,,,,,,"#DIV/0!"
12536,"konzern*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"konzern",FALSE,FALSE,FALSE,2019-01-10,,,4,"konzern*",,,,,,,"#DIV/0!"
12537,"konzerninteress*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"konzerninteress",FALSE,FALSE,FALSE,2019-01-10,,,4,"konzerninteress*",,,,,,,"#DIV/0!"
12538,"konzernlobbyist*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"konzernlobbyist",FALSE,FALSE,FALSE,2019-01-10,,,4,"konzernlobbyist*",,,,,,,"#DIV/0!"
12539,"kooptier*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"kooptier",FALSE,FALSE,FALSE,2019-01-10,,,4,"kooptier*",,,,,,,"#DIV/0!"
12540,"korrumpier*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"korrumpier",FALSE,FALSE,FALSE,2019-01-10,,,4,"korrumpier*",,,,,,,"#DIV/0!"
12541,"korrupt*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,"korrupt* is excluded because it gets korrpution, korrupt and korrupte* are included instead","korrupt",FALSE,FALSE,FALSE,2019-01-10,,,4,"korrupt*",,,,,,,"#DIV/0!"
12542,"korrupte*","zzz_none","conflictive","anti-elitism","glob",2,1,0,0,0,1,0,,"korrupte",FALSE,FALSE,FALSE,2019-01-10,,,4,"korrupte*",,,,,,,"#DIV/0!"
12543,"*krise","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"krise",FALSE,FALSE,FALSE,2019-01-10,,,4,"*krise",,,,,,,"#DIV/0!"
12544,"kumpan*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"kumpan",FALSE,FALSE,FALSE,2019-01-10,,,4,"kumpan*",,,,,,,"#DIV/0!"
12545,"kumpanen*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"kumpanen",FALSE,FALSE,FALSE,2019-01-10,,,4,"kumpanen*",,,,,,,"#DIV/0!"
12546,"lebensfern*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"lebensfern",FALSE,FALSE,FALSE,2019-01-10,,,4,"lebensfern*",,,,,,,"#DIV/0!"
12547,"lebensfremd*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"lebensfremd",FALSE,FALSE,FALSE,2019-01-10,,,4,"lebensfremd*",,,,,,,"#DIV/0!"
12548,"lobbyist*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"lobbyist",FALSE,FALSE,FALSE,2019-01-10,,,4,"lobbyist*",,,,,,,"#DIV/0!"
12549,"lohnschreiber*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"lohnschreiber",FALSE,FALSE,FALSE,2019-01-10,,,4,"lohnschreiber*",,,,,,,"#DIV/0!"
12550,"lüg*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"lüg",FALSE,FALSE,FALSE,2019-01-10,,,4,"lüg*",,,,,,,"#DIV/0!"
12551,"lüge*","zzz_none","conflictive","anti-elitism","glob",2,1,0,1,1,1,0,,"lüge",FALSE,FALSE,FALSE,2019-01-10,,,4,"lüge*",,,,,,,"#DIV/0!"
12552,"lügner*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"lügner",FALSE,FALSE,FALSE,2019-01-10,,,4,"lügner*",,,,,,,"#DIV/0!"
12553,"machination*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"machination",FALSE,FALSE,FALSE,2019-01-10,,,4,"machination*",,,,,,,"#DIV/0!"
12554,"machtgier*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"machtgier",FALSE,FALSE,FALSE,2019-01-10,,,4,"machtgier*",,,,,,,"#DIV/0!"
12555,"machthung*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"machthung",FALSE,FALSE,FALSE,2019-01-10,,,4,"machthung*",,,,,,,"#DIV/0!"
12556,"machtspiel*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"machtspiel",FALSE,FALSE,FALSE,2019-01-10,,,4,"machtspiel*",,,,,,,"#DIV/0!"
12557,"machtversessen*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"machtversessen",FALSE,FALSE,FALSE,2019-01-10,,,4,"machtversessen*",,,,,,,"#DIV/0!"
12558,"Mann* von der Straße","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"MannvonderStraße",TRUE,FALSE,FALSE,2019-01-10,,,4,"Mann* von der Straße",,,,,,,"#DIV/0!"
12559,"mäzen?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"mäzen",FALSE,FALSE,FALSE,2019-01-10,,,4,"mäzen?",,,,,,,"#DIV/0!"
12560,"mäzenat??","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"mäzenat",FALSE,FALSE,FALSE,2019-01-10,,,4,"mäzenat??",,,,,,,"#DIV/0!"
12561,"medienvertreter?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"medienvertreter",FALSE,FALSE,FALSE,2019-01-10,,,4,"medienvertreter?",,,,,,,"#DIV/0!"
12562,"mehrheitliche* wille*","zzz_none","advocative","sovereignty","glob",2,0,0,0,0,1,0,"check","mehrheitlichewille",TRUE,FALSE,FALSE,2019-01-10,,,4,"mehrheitliche* wille*",,,,,,,"#DIV/0!"
12563,"mehrheitliche* w?nsch*","zzz_none","advocative","sovereignty","glob",2,0,0,0,0,1,0,"check","mehrheitlichewnsch",TRUE,FALSE,FALSE,2019-01-10,,,4,"mehrheitliche* w?nsch*",,,,,,,"#DIV/0!"
12564,"menschen täusch*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,"check","menschentäusch",TRUE,FALSE,FALSE,2019-01-10,,,4,"menschen täusch*",,,,,,,"#DIV/0!"
12565,"missbrauch*","zzz_none","conflictive","anti-elitism","glob",2,1,0,0,0,1,0,,"missbrauch",FALSE,FALSE,FALSE,2019-01-10,,,4,"missbrauch*",,,,,,,"#DIV/0!"
12566,"monopol*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"monopol",FALSE,FALSE,FALSE,2019-01-10,,,4,"monopol*",,,,,,,"#DIV/0!"
12567,"national* souveränität","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"nationalsouveränität",TRUE,FALSE,FALSE,2019-01-10,,,4,"national* souveränität",,,,,,,"#DIV/0!"
12568,"neue* adel*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"neueadel",TRUE,FALSE,FALSE,2019-01-10,,,4,"neue* adel*",,,,,,,"#DIV/0!"
12569,"neue* aristokrat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,0,1,0,,"neuearistokrat",TRUE,FALSE,FALSE,2019-01-10,,,4,"neue* aristokrat*",,,,,,,"#DIV/0!"
12570,"nicht gehalten* wahlversprechen","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,"check","nichtgehaltenwahlversprechen",TRUE,FALSE,FALSE,2019-01-10,,,4,"nicht gehalten* wahlversprechen",,,,,,,"#DIV/0!"
12571,"nicht gewählt*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"nichtgewählt",TRUE,FALSE,FALSE,2019-01-10,,,4,"nicht gewählt*",,,,,,,"#DIV/0!"
12572,"normal* arbeiter*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"normalarbeiter",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* arbeiter*",,,,,,,"#DIV/0!"
12573,"normal* bevölkerung","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"normalbevölkerung",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* bevölkerung",,,,,,,"#DIV/0!"
12574,"normal* bürger*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"normalbürger",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* bürger*",,,,,,,"#DIV/0!"
12575,"normal* hackler*","zzz_none","advocative","people-centrism","glob",2,0,0,0,1,1,0,,"normalhackler",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* hackler*",,,,,,,"#DIV/0!"
12576,"normal* leute","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"normalleute",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* leute",,,,,,,"#DIV/0!"
12577,"normal* menschen","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"normalmenschen",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* menschen",,,,,,,"#DIV/0!"
12578,"normalsterblich*","zzz_none","advocative","people-centrism","glob",2,0,0,0,1,1,0,,"normalsterblich",FALSE,FALSE,FALSE,2019-01-10,,,4,"normalsterblich*",,,,,,,"#DIV/0!"
12579,"normal* sterbliche*","zzz_none","advocative","people-centrism","glob",2,0,0,0,1,1,0,,"normalsterbliche",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* sterbliche*",,,,,,,"#DIV/0!"
12580,"normal* steuerzahler*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,0,1,0,,"normalsteuerzahler",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* steuerzahler*",,,,,,,"#DIV/0!"
12581,"normal* volk","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"normalvolk",TRUE,FALSE,FALSE,2019-01-10,,,4,"normal* volk",,,,,,,"#DIV/0!"
12582,"oligarch*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"oligarch",FALSE,FALSE,FALSE,2019-01-10,,,4,"oligarch*",,,,,,,"#DIV/0!"
12583,"oligarchie*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"oligarchie",FALSE,FALSE,FALSE,2019-01-10,,,4,"oligarchie*",,,,,,,"#DIV/0!"
12584,"österreich* tradition*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"österreichtradition",TRUE,FALSE,FALSE,2019-01-10,,,4,"österreich* tradition*",,,,,,,"#DIV/0!"
12585,"österreich* wert*","zzz_none","advocative","people-centrism","glob",2,0,0,0,0,1,0,,"österreichwert",TRUE,FALSE,FALSE,2019-01-10,,,4,"österreich* wert*",,,,,,,"#DIV/0!"
12586,"paar auserkorene?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"paarauserkorene",TRUE,FALSE,FALSE,2019-01-10,,,4,"paar auserkorene?",,,,,,,"#DIV/0!"
12587,"paar auserwählte?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"paarauserwählte",TRUE,FALSE,FALSE,2019-01-10,,,4,"paar auserwählte?",,,,,,,"#DIV/0!"
12588,"parteib?ch*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"parteibch",FALSE,FALSE,FALSE,2019-01-10,,,4,"parteib?ch*",,,,,,,"#DIV/0!"
12589,"parteien*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"parteien",FALSE,FALSE,FALSE,2019-01-10,,,4,"parteien*",,,,,,,"#DIV/0!"
12590,"parteien-interess*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"parteieninteress",FALSE,TRUE,FALSE,2019-01-10,,,4,"parteien-interess*",,,,,,,"#DIV/0!"
12591,"parteieninteress*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"parteieninteress",FALSE,TRUE,FALSE,2019-01-10,,,4,"parteieninteress*",,,,,,,"#DIV/0!"
12592,"parteienkartell*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"parteienkartell",FALSE,FALSE,FALSE,2019-01-10,,,4,"parteienkartell*",,,,,,,"#DIV/0!"
12593,"parteifunktionär*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"parteifunktionär",FALSE,FALSE,FALSE,2019-01-10,,,4,"parteifunktionär*",,,,,,,"#DIV/0!"
12594,"partei-interess*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"parteiinteress",FALSE,TRUE,FALSE,2019-01-10,,,4,"partei-interess*",,,,,,,"#DIV/0!"
12595,"parteiinteress*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"parteiinteress",FALSE,TRUE,FALSE,2019-01-10,,,4,"parteiinteress*",,,,,,,"#DIV/0!"
12596,"*patronage","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"patronage",FALSE,FALSE,FALSE,2019-01-10,,,4,"*patronage",,,,,,,"#DIV/0!"
12597,"plebiszit*","zzz_none","advocative","sovereignty","glob",2,0,1,0,0,1,0,,"plebiszit",FALSE,FALSE,FALSE,2019-01-10,,,4,"plebiszit*",,,,,,,"#DIV/0!"
12598,"plünder*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,0,1,0,,"plünder",FALSE,FALSE,FALSE,2019-01-10,,,4,"plünder*",,,,,,,"#DIV/0!"
12599,"plutokrat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"plutokrat",FALSE,FALSE,FALSE,2019-01-10,,,4,"plutokrat*",,,,,,,"#DIV/0!"
12600,"plutokratie*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"plutokratie",FALSE,FALSE,FALSE,2019-01-10,,,4,"plutokratie*",,,,,,,"#DIV/0!"
12601,"politadel*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"politadel",FALSE,FALSE,FALSE,2019-01-10,,,4,"politadel*",,,,,,,"#DIV/0!"
12602,"polit-affäre*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"politaffäre",FALSE,FALSE,FALSE,2019-01-10,,,4,"polit-affäre*",,,,,,,"#DIV/0!"
12603,"polit-apparat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"politapparat",FALSE,TRUE,FALSE,2019-01-10,,,4,"polit-apparat*",,,,,,,"#DIV/0!"
12604,"politapparat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"politapparat",FALSE,TRUE,FALSE,2019-01-10,,,4,"politapparat*",,,,,,,"#DIV/0!"
12605,"politelite?","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,0,0,0,"very rare terms","politelite",FALSE,TRUE,FALSE,2019-04-08,,,4,"politelite?",,,,,,,"#DIV/0!"
12606,"politelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"politelite",FALSE,TRUE,FALSE,2019-01-10,,,4,"politelite*",,,,,,,"#DIV/0!"
12607,"politelite?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"politelite",FALSE,TRUE,FALSE,2019-01-10,,,4,"politelite?",,,,,,,"#DIV/0!"
12608,"politestablishment?","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,0,0,0,"very rare terms","politestablishment",FALSE,FALSE,FALSE,2019-04-08,,,4,"politestablishment?",,,,,,,"#DIV/0!"
12609,"politik*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"politik",FALSE,FALSE,FALSE,2019-01-10,,,4,"politik*",,,,,,,"#DIV/0!"
12610,"politik-affäre*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"politikaffäre",FALSE,FALSE,FALSE,2019-01-10,,,4,"politik-affäre*",,,,,,,"#DIV/0!"
12611,"politik-apparat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"politikapparat",FALSE,TRUE,FALSE,2019-01-10,,,4,"politik-apparat*",,,,,,,"#DIV/0!"
12612,"politikapparat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"politikapparat",FALSE,TRUE,FALSE,2019-01-10,,,4,"politikapparat*",,,,,,,"#DIV/0!"
12613,"politiker*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"politiker",FALSE,FALSE,FALSE,2019-01-10,,,4,"politiker*",,,,,,,"#DIV/0!"
12614,"politikversagen*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politikversagen",FALSE,FALSE,FALSE,2019-01-10,,,4,"politikversagen*",,,,,,,"#DIV/0!"
12615,"politisch* adel*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischadel",TRUE,FALSE,FALSE,2019-01-10,,,4,"politisch* adel*",,,,,,,"#DIV/0!"
12616,"politische* affaire*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"politischeaffaire",TRUE,FALSE,FALSE,2019-01-10,,,4,"politische* affaire*",,,,,,,"#DIV/0!"
12617,"politische* affäre*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischeaffäre",TRUE,FALSE,FALSE,2019-01-10,,,4,"politische* affäre*",,,,,,,"#DIV/0!"
12618,"politische* apparat*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischeapparat",TRUE,FALSE,FALSE,2019-01-10,,,4,"politische* apparat*",,,,,,,"#DIV/0!"
12619,"politische? establishment?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischeestablishment",TRUE,FALSE,FALSE,2019-01-10,,,4,"politische? establishment?",,,,,,,"#DIV/0!"
12620,"politische* theater","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,"check","politischetheater",TRUE,FALSE,FALSE,2019-01-10,,,4,"politische* theater",,,,,,,"#DIV/0!"
12621,"politisch* intrige*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischintrige",TRUE,FALSE,FALSE,2019-01-10,,,4,"politisch* intrige*",,,,,,,"#DIV/0!"
12622,"politisch* kaste*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischkaste",TRUE,FALSE,FALSE,2019-01-10,,,4,"politisch* kaste*",,,,,,,"#DIV/0!"
12623,"politisch* versagen*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"politischversagen",TRUE,FALSE,FALSE,2019-01-10,,,4,"politisch* versagen*",,,,,,,"#DIV/0!"
12624,"propagand*","zzz_none","conflictive","anti-elitism","glob",2,1,0,0,1,1,0,,"propagand",FALSE,FALSE,FALSE,2019-01-10,,,4,"propagand*",,,,,,,"#DIV/0!"
12625,"pseudoelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudoelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudoelite*",,,,,,,"#DIV/0!"
12626,"pseudoexpert*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"pseudoexpert",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudoexpert*",,,,,,,"#DIV/0!"
12627,"pseudofinanzelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudofinanzelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudofinanzelite*",,,,,,,"#DIV/0!"
12628,"pseudoforscher*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudoforscher",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudoforscher*",,,,,,,"#DIV/0!"
12629,"pseudogelehrte*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudogelehrte",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudogelehrte*",,,,,,,"#DIV/0!"
12630,"pseudointellektuelle*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudointellektuelle",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudointellektuelle*",,,,,,,"#DIV/0!"
12631,"pseudojournalistin*","zzz_none","conflictive","anti-elitism","glob",2,1,0,1,1,1,0,,"pseudojournalistin",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudojournalistin*",,,,,,,"#DIV/0!"
12632,"pseudokulturelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudokulturelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudokulturelite*",,,,,,,"#DIV/0!"
12633,"pseudoleistungsträger*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudoleistungsträger",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudoleistungsträger*",,,,,,,"#DIV/0!"
12634,"pseudomedienvertreter*","zzz_none","conflictive","anti-elitism","glob",2,1,0,1,1,1,0,,"pseudomedienvertreter",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudomedienvertreter*",,,,,,,"#DIV/0!"
12635,"pseudopolitelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudopolitelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudopolitelite*",,,,,,,"#DIV/0!"
12636,"pseudospezialist*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudospezialist",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudospezialist*",,,,,,,"#DIV/0!"
12637,"pseudowirtschaftselite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudowirtschaftselite",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudowirtschaftselite*",,,,,,,"#DIV/0!"
12638,"pseudowissenschafter*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudowissenschafter",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudowissenschafter*",,,,,,,"#DIV/0!"
12639,"pseudowissenschaftler*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"pseudowissenschaftler",FALSE,FALSE,FALSE,2019-01-10,,,4,"pseudowissenschaftler*",,,,,,,"#DIV/0!"
12640,"raubritter*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,1,1,0,,"raubritter",FALSE,FALSE,FALSE,2019-01-10,,,4,"raubritter*",,,,,,,"#DIV/0!"
12641,"realitätsfern*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"realitätsfern",FALSE,FALSE,FALSE,2019-01-10,,,4,"realitätsfern*",,,,,,,"#DIV/0!"
12642,"realitätsfremd*","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"realitätsfremd",FALSE,FALSE,FALSE,2019-01-10,,,4,"realitätsfremd*",,,,,,,"#DIV/0!"
12643,"referend*","zzz_none","conflictive","anti-elitism","glob",2,1,0,0,0,1,0,,"referend",FALSE,FALSE,FALSE,2019-01-10,,,4,"referend*",,,,,,,"#DIV/0!"
12644,"reiche?","zzz_none","conflictive","anti-elitism","glob",2,0,0,0,0,1,0,,"reiche",FALSE,FALSE,FALSE,2019-01-10,,,4,"reiche?",,,,,,,"#DIV/0!"
12645,"rosenkreutzer*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"rosenkreutzer",FALSE,FALSE,FALSE,2019-01-10,,,4,"rosenkreutzer*",,,,,,,"#DIV/0!"
12646,"rosenkreuzer*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"rosenkreuzer",FALSE,FALSE,FALSE,2019-01-10,,,4,"rosenkreuzer*",,,,,,,"#DIV/0!"
12647,"rothschild*","zzz_none","conflictive","anti-elitism","glob",2,0,1,0,1,1,0,,"rothschild",FALSE,FALSE,FALSE,2019-01-10,,,4,"rothschild*",,,,,,,"#DIV/0!"
12648,"scham*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,1,1,0,,"scham",FALSE,FALSE,FALSE,2019-01-10,,,4,"scham*",,,,,,,"#DIV/0!"
12649,"schäm*","zzz_none","conflictive","anti-elitism","glob",2,1,1,0,0,1,0,,"schäm",FALSE,FALSE,FALSE,2019-01-10,,,4,"schäm*",,,,,,,"#DIV/0!"
12650,"scheinelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinelite*",,,,,,,"#DIV/0!"
12651,"scheinexpert*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinexpert",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinexpert*",,,,,,,"#DIV/0!"
12652,"scheinfinanzelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinfinanzelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinfinanzelite*",,,,,,,"#DIV/0!"
12653,"scheinforscher*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinforscher",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinforscher*",,,,,,,"#DIV/0!"
12654,"scheingelehrte*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheingelehrte",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheingelehrte*",,,,,,,"#DIV/0!"
12655,"scheinintellektuelle*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinintellektuelle",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinintellektuelle*",,,,,,,"#DIV/0!"
12656,"scheinjournalistin*","zzz_none","conflictive","anti-elitism","glob",2,1,0,1,1,1,0,,"scheinjournalistin",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinjournalistin*",,,,,,,"#DIV/0!"
12657,"scheinkulturelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinkulturelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinkulturelite*",,,,,,,"#DIV/0!"
12658,"scheinleistungsträger*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinleistungsträger",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinleistungsträger*",,,,,,,"#DIV/0!"
12659,"scheinmedienvertreter*","zzz_none","conflictive","anti-elitism","glob",2,1,0,1,1,1,0,,"scheinmedienvertreter",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinmedienvertreter*",,,,,,,"#DIV/0!"
12660,"scheinpolitelite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinpolitelite",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinpolitelite*",,,,,,,"#DIV/0!"
12661,"scheinspezialist*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinspezialist",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinspezialist*",,,,,,,"#DIV/0!"
12662,"scheinwirtschaftselite*","zzz_none","conflictive","anti-elitism","glob",2,0,0,1,1,1,0,,"scheinwirtschaftselite",FALSE,FALSE,FALSE,2019-01-10,,,4,"scheinwirtschaftselite*",,,,,,,"#DIV/0!"
